World Rank,National Rank,Name,Image URLs,Affiliation,Country,D-Index,Citations,Publications
1729,22,David Pointcheval,https://s.research.com/images/33be952b511ddb5e3290933d4786b44a3455cd18-65x65.jpeg,École Normale Supérieure,France,69,26198,290
1730,16,Cees G. M. Snoek,https://s.research.com/images/9889a35c252a70382f8a48969e3d87d03452ea3e-65x65.jpeg,University of Amsterdam,Netherlands,69,25504,361
1731,902,Benjamin C. Pierce,https://s.research.com/images/6d42838f0c67b015cd2a206a806735f164253d3f-65x65.jpeg,University of Pennsylvania,United States,69,25455,247
1732,903,Thomas Ball,https://s.research.com/images/02d97d24dc2572bd65520e2d47294bcd470b3e95-65x65.jpeg,Microsoft (United States),United States,69,25279,199
1733,212,Liqiang Nie,https://s.research.com/images/e088b6809b924a3daad8f296d4445685b85fc604-65x65.jpeg,Shandong University,China,69,24508,353
1734,101,Peter Buneman,https://s.research.com/images/41c2570000f278879788dc7d53acaa0128a40d70-65x65.jpeg,University of Edinburgh,United Kingdom,69,24380,195
1735,24,Giorgio Buttazzo,https://s.research.com/images/508e4592c89095814888257873faeeeff8953819-65x65.jpeg,Sant'Anna School of Advanced Studies,Italy,69,23983,377
1736,904,Krste Asanovic,https://s.research.com/images/7ee68ef9b2668afabe217da2394903afad0299ab-65x65.jpeg,"University of California, Berkeley",United States,69,23747,243
1737,905,Engin Kirda,https://s.research.com/images/d15f654eeab239e3010fd2b58e3e8909898ad5ba-65x65.jpeg,Northeastern University,United States,69,23704,223
1738,906,xin li,https://s.research.com/images/7da4eaea4a9104ee6a95d2f793db4803256372a8-65x65.jpeg,Louisiana State University,United States,69,23608,561
1739,907,James S. Duncan,https://s.research.com/images/2eb13149d26cbe4e80cc70a3ab11f1e477da6062-65x65.jpeg,Yale University,United States,69,23378,396
1740,34,Ee-Peng Lim,https://s.research.com/images/35562715c6b3990c4468c423a1abbdd7d36945c8-65x65.jpeg,Singapore Management University,Singapore,69,23318,582
1741,908,Jean Walrand,https://s.research.com/images/b4bd09b46152757ba6699c2efc6d69e3609c5758-65x65.jpeg,"University of California, Berkeley",United States,69,23238,322
1742,71,R. Harald Baayen,https://s.research.com/images/aea3b73b3cb2516a087ed1b390b7534ec63295fe-65x65.jpeg,University of Tübingen,Germany,69,23038,191
1743,909,Upamanyu Madhow,https://s.research.com/images/da8f39a163c585c897d027937e4237bbf4707298-65x65.jpeg,"University of California, Santa Barbara",United States,69,22910,349
1744,910,Koushik Sen,https://s.research.com/images/a79a3c42ef1bc920210fb0030b832313bfc0c978-65x65.jpeg,"University of California, Berkeley",United States,69,22730,203
1745,911,Martin Haenggi,https://s.research.com/images/2541ed877fc4647d351b871a37346d2e7362dafb-65x65.jpeg,University of Notre Dame,United States,69,22703,321
1746,912,Benjamin Kuipers,https://s.research.com/images/ed0b7ed253c48fd57aa3d439b83a4ee1086cee23-65x65.jpeg,University of Michigan–Ann Arbor,United States,69,22671,263
1747,59,Vijay K. Bhargava,https://s.research.com/images/de8b2b7c3ce6af5321b3cfb6ff0f8cc80756ebbd-65x65.jpeg,University of British Columbia,Canada,69,22589,605
1748,913,Hal Daumé,https://s.research.com/images/bc75b10d7410e00641804e70b4e9f9ac768d8532-65x65.png,"University of Maryland, College Park",United States,69,22452,221
1749,54,Jianfei Cai,https://s.research.com/images/8e935045aedf8f5e29ec251fbe8a508d28c74155-65x65.webp,Monash University,Australia,69,22047,371
1750,914,Shashi Shekhar,https://s.research.com/images/04e85d6e53ca41d0c1c77e49b6a2fb763cac1d9b-65x65.jpeg,University of Minnesota,United States,69,22010,469
1751,102,Riccardo Poli,https://s.research.com/images/482680acdfac30d67e29e389d072b4bd34edc56d-65x65.jpeg,University of Essex,United Kingdom,69,21441,400
1752,25,Dino Pedreschi,https://s.research.com/images/62b705cf1214e12627da23759fe167c544ba5fc0-65x65.jpeg,University of Pisa,Italy,69,21294,342
1753,915,Mari Ostendorf,https://s.research.com/images/866e01e05a6a971095639bb7d8ca862521231c9f-65x65.jpeg,University of Washington,United States,69,21194,380
1754,42,Ueli Maurer,https://s.research.com/images/955b78550cb83911cba8f5a63a7eabd211e7360d-65x65.jpeg,ETH Zurich,Switzerland,69,21041,253
1755,72,Mario Fritz,https://s.research.com/images/25449dfe1501720137c603629509401b1dd47df0-65x65.jpeg,Helmholtz Center for Information Security,Germany,69,20863,251
1756,73,Eyke Hüllermeier,https://s.research.com/images/793ffbe4af9977918eac8d6b1ef28f2d566c7f6f-65x65.jpeg,Ludwig-Maximilians-Universität München,Germany,69,20745,525
1757,60,Hussein T. Mouftah,https://s.research.com/images/18cef40f3fb7e045929a3d167081399c5a8b382b-65x65.jpeg,University of Ottawa,Canada,69,20531,1061
1758,5,Mikkel Thorup,https://s.research.com/images/5f3de1c623e3900fc08a35f145076fc1f58daa3d-65x65.jpeg,University of Copenhagen,Denmark,69,20473,251
1759,103,Sophia Ananiadou,https://s.research.com/images/11a0491c0ed247feb1e3e0164795ab6c6e4951fd-65x65.jpeg,University of Manchester,United Kingdom,69,20318,517
1760,916,Vivek Sarkar,https://s.research.com/images/8579c5302b0c262578bfa709851d95e0e0917aa6-65x65.jpeg,Georgia Institute of Technology,United States,69,20192,391
1761,104,Sue Newell,https://s.research.com/images/2d74de94481661ec725c3123d84fae46fce77d9b-65x65.jpeg,University of Warwick,United Kingdom,69,20031,277
1762,213,Wei-Shi Zheng,https://s.research.com/images/0a9ba95b50189933bcc78932be96f1ce0138b9ed-65x65.jpeg,Sun Yat-sen University,China,69,19486,331
1763,917,Chris R. Johnson,https://s.research.com/images/2e10727be72ca6b22190c3cf05058b458f5cea71-65x65.png,University of Utah,United States,69,19383,524
1764,55,Yunchao Wei,https://s.research.com/images/ad1c7e5702d9d2350f56323d0e84542eec535808-65x65.jpeg,University of Technology Sydney,Australia,69,19116,181
1765,56,Tharam S. Dillon,https://s.research.com/images/2e622934246825d7f836cbf56a0ea5ede03891f0-65x65.gif,La Trobe University,Australia,69,19033,892
1766,214,Ying Tan,https://s.research.com/images/72ade6e723642b8199faf5044c81f9d3ce9558c4-65x65.jpeg,Peking University,China,69,18977,568
1767,918,Nick Duffield,https://s.research.com/images/2911cf7d0c1a78fed41471fd41b42f15f69a8f4a-65x65.jpeg,Texas A&M University,United States,69,18877,234
1768,215,Yizhou Yu,https://s.research.com/images/bfdd0e3c2c4054079616ac172f4e661f62958c8f-65x65.jpeg,University of Hong Kong,China,69,18844,280
1769,919,Elizabeth Shriberg,https://s.research.com/images/b9a4cd1452eafcf87507bfc691c98c481592d5f2-65x65.jpeg,International Computer Science Institute,United States,69,18748,219
1770,6,Hans Gellersen,https://s.research.com/images/9671c1dd69cf89b14f727586e814108dbadbcdd4-65x65.jpeg,Aarhus University,Denmark,69,18530,291
1771,20,Anibal Ollero,https://s.research.com/images/77a04339115932e92b98a7318ce5bdda68ae4d2a-65x65.jpeg,University of Seville,Spain,69,18508,596
1772,216,Xiaohua Jia,https://s.research.com/images/37352cbd4b7c605a90bc537ca5b3b3c02414d140-65x65.jpeg,City University of Hong Kong,China,69,18492,517
1773,26,Mauro Barni,https://s.research.com/images/168a2f8e60eef8842af6c323555a7ff8eb081c66-65x65.jpeg,University of Siena,Italy,69,18425,430
1774,920,Yuanyuan Zhou,https://s.research.com/images/3f149da2faac7fdea73255c8ad469f22236b31a7-65x65.jpeg,"University of California, San Diego",United States,69,18378,146
1775,217,Jie Li,https://s.research.com/images/912905c8cba0e512ca45b9f2afd555685b982f34-65x65.jpeg,Shanghai Jiao Tong University,China,69,18298,629
1776,105,Wenfei Fan,https://s.research.com/images/f7c158a75cee45611a0fd99b7b8f3b3130784197-65x65.jpeg,University of Edinburgh,United Kingdom,69,18218,300
1777,218,Qinghua Wu,https://s.research.com/images/efcb6a468e6707d036679856557a859955c91fc7-65x65.jpeg,South China University of Technology,China,69,18146,443
1778,15,Nilanjan Dey,https://s.research.com/images/0f6fe54a2bf804c14a35ff8f0132595572113ea3-65x65.jpeg,Techno International New Town,India,69,18115,618
1779,921,Juliana Freire,https://s.research.com/images/0d0eb64bb24b5970dd7a6187dd83127f4a7391c1-65x65.jpeg,New York University,United States,69,18087,299
1780,61,Margaret-Anne Storey,https://s.research.com/images/96b97b9949ca165ff275ab5ae3ed50c1f0a69b22-65x65.jpeg,University of Victoria,Canada,69,17768,252
1781,74,Jan C. Recker,https://s.research.com/images/47d42ec4f71aa0b83911bd55ccb04ad2b0def66b-65x65.jpeg,Universität Hamburg,Germany,69,17643,332
1782,219,Long Quan,https://s.research.com/images/440a6ac7abcb82c77895001141e927b4f388c2de-65x65.png,Hong Kong University of Science and Technology,China,69,17301,279
1783,5,Pádraig Cunningham,https://s.research.com/images/e4df692d51ebded847b1c8a246c725d8c356f58e-65x65.jpeg,University College Dublin,Ireland,69,17168,318
1784,106,Wayne Luk,https://s.research.com/images/fb398a8bc16efd3f1e1816ab8b65bd00a9882fde-65x65.jpeg,Imperial College London,United Kingdom,69,17081,748
1785,922,Dahlia Malkhi,https://s.research.com/images/0f4aee39671ff1400169d38382e09caf48006d80-65x65.jpeg,Diem Association,United States,69,16785,253
1786,923,Anthony Vetro,https://s.research.com/images/887d28c6e21721588b808aea3d4e0054f2e50f54-65x65.jpeg,Mitsubishi Electric (United States),United States,69,16700,404
1787,43,Boi Faltings,https://s.research.com/images/9831946defddb2e2fe37a1c417da074fb8d354f8-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,69,16692,508
1788,220,Cheng-Zhong Xu,https://s.research.com/images/d1652ee8cb26ff974826e50140f3cfe38ce6f2ce-65x65.jpeg,University of Macau,China,69,16170,578
1789,924,Chandrajit L. Bajaj,https://s.research.com/images/d537cb0371321b152fb36347899f546f335353b4-65x65.png,The University of Texas at Austin,United States,69,16161,372
1790,925,Peter K. Allen,https://s.research.com/images/1f59dc0c6f8cd50ab5cd248300efc2cf51d94f2a-65x65.jpeg,Columbia University,United States,69,16084,220
1791,35,Shijian Lu,https://s.research.com/images/528d4397f144486249102dbf18ab7ee5c28e57f3-65x65.jpeg,Nanyang Technological University,Singapore,69,16075,287
1792,62,Giuliano Antoniol,https://s.research.com/images/37c7b8d0122b0a648e21976dbb1b9d3baa6d9aa5-65x65.jpeg,Polytechnique Montréal,Canada,69,16032,322
1793,221,Yue Gao,https://s.research.com/images/031a907e2c03107ebcb7588fb7e78b6a11d0d951-65x65.jpeg,Tsinghua University,China,69,15830,264
1794,107,Steve Renals,https://s.research.com/images/a612f04ea6fba4414c70874e8f976d3c23cee89e-65x65.jpeg,University of Edinburgh,United Kingdom,69,15415,382
1795,926,Chandrasekaran Mohan,https://s.research.com/images/b016c6676514d1ec8209351a197b2b9d023508f4-65x65.gif,IBM (United States),United States,69,14955,164
1796,927,Ilya Sutskever,https://s.research.com/images/3ac5ff1bb001ace6b20a14b1ea99c31c7c2c0e15-65x65.jpeg,OpenAI,United States,68,406019,113
1797,928,Ian Goodfellow,https://s.research.com/images/ed3875d8d3c36420bd567bf252ff2cc3ab618a33-65x65.jpeg,Google (United States),United States,68,229202,102
1798,929,C. Lawrence Zitnick,https://s.research.com/images/45083d43be4a76e0c5dfeddbc92187cf95967945-65x65.png,Facebook (United States),United States,68,122792,124
1799,930,Hugo Larochelle,https://s.research.com/images/f3da945e7d10874baed4e2e7d77761edee99c406-65x65.jpeg,Google (United States),United States,68,81603,145
1800,931,Hugues Hoppe,https://s.research.com/images/bab0afc8d96dbcc90beebcfe70b03aaa4c72daf2-65x65.jpeg,Google (United States),United States,68,43984,147
1801,932,James F. Allen,https://s.research.com/images/be33521fe327239143ef9a23a03b9f8f9477bd35-65x65.gif,University of Rochester,United States,68,43163,298
1802,933,David McAllester,https://s.research.com/images/3f0f5aaaa5eafe20159bcf9beabc188ce0994506-65x65.png,Toyota Technological Institute at Chicago,United States,68,40266,176
1803,934,Natalya F. Noy,https://s.research.com/images/b407bc742a7cd3cc3d55f472c67f83bee79f4bb3-65x65.jpeg,Google (United States),United States,68,37405,188
1804,935,Douglas A. Reynolds,https://s.research.com/images/6ddccbd106bb8a62736e076d8e8cf2fdaeeb3b7d-65x65.jpeg,MIT,United States,68,37381,147
1805,9,Claes Wohlin,https://s.research.com/images/66ea0682e6e5de0457c2ae4dba2934c5dc2027c8-65x65.jpeg,Blekinge Institute of Technology,Sweden,68,36073,267
1806,936,Olivier Chapelle,https://s.research.com/images/d15726f0ee6787511a543c528f2de78ffd36fbe5-65x65.jpeg,Google (United States),United States,68,33894,140
1807,937,Jonathan Rosenberg,https://s.research.com/images/1c2b3259c25dc2687a308002f60479350eca3fc0-65x65.jpeg,Five9,United States,68,32805,159
1808,938,Fernando Pereira,https://s.research.com/images/63aa6cadaa619dbb1643347b3016541df5cd2c63-65x65.jpeg,Instituto Superior Técnico,Portugal,68,32346,361
1809,939,Joel Emer,https://s.research.com/images/72fe10ab9467a358b457c8f4277b4799e94e491a-65x65.png,MIT,United States,68,32033,215
1810,940,Linda R. Petzold,https://s.research.com/images/ad241d70e0099095962706df69a4dcd0108bd052-65x65.png,"University of California, Santa Barbara",United States,68,31023,249
1811,44,Pascal Frossard,https://s.research.com/images/69ac0c998f2ffca198aabec71192f3aa0ca1be1f-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,68,30312,632
1812,941,Ali Jadbabaie,https://s.research.com/images/839bbfc8bb58da24b341b68cee75f8a50dea3c5c-65x65.jpeg,MIT,United States,68,29978,355
1813,5,Andrzej Skowron,https://s.research.com/images/4a368617ca027932bd5d3400e0130552265cb1dd-65x65.jpeg,University of Warsaw,Poland,68,29960,438
1814,942,Chris Callison-Burch,https://s.research.com/images/84555bbc58c114633ec24b124bbfde75d5ba0044-65x65.jpeg,University of Pennsylvania,United States,68,28549,286
1815,943,Kimberly C. Claffy,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,University of California San Diego,United States,68,26660,281
1816,944,Nigam H. Shah,https://s.research.com/images/dd7dcfe99127fdc45def09d7ccf961a31b426e53-65x65.jpeg,Stanford University,United States,68,26491,309
1817,35,Shmuel Peleg,https://s.research.com/images/130a40835142f990f5659c08927806029fe00569-65x65.jpeg,Hebrew University of Jerusalem,Israel,68,25788,235
1818,945,Moses Charikar,https://s.research.com/images/d342c2128b9f3d032055a3fc41307d859392397f-65x65.jpeg,Stanford University,United States,68,25650,197
1819,946,Tim Roughgarden,https://s.research.com/images/05cf6c1b4b1c5d3985957c270cb5bfdf638552e9-65x65.jpeg,Columbia University,United States,68,25576,284
1820,7,Lars Kai Hansen,https://s.research.com/images/a75476e0e500a4fca63cf70e3af7f25d1f4ce5a5-65x65.jpeg,Technical University of Denmark,Denmark,68,25416,441
1821,947,John S. Gero,https://s.research.com/images/3589acfc202cd59bca92160c7f5b7de75dee5c89-65x65.jpeg,University of North Carolina at Charlotte,United States,68,24699,578
1822,222,Pingzhi Fan,https://s.research.com/images/599eb5800918a2ec566731c292b68a14c1c61966-65x65.jpeg,Southwest Jiaotong University,China,68,24688,656
1823,27,Roberto Navigli,https://s.research.com/images/2d9db0cba2098446cf7beb92a7199ba86df8d16d-65x65.jpeg,Sapienza University of Rome,Italy,68,24635,255
1824,23,Joseph Sifakis,https://s.research.com/images/6b4b2d0cc1d5dca7504909d2566a97dd21393e92-65x65.jpeg,Verimag,France,68,24140,252
1825,948,Mark Dredze,https://s.research.com/images/c8937fe3f25c3793ff2444d77a734ffdbbbc319a-65x65.jpeg,Johns Hopkins University,United States,68,23625,267
1826,108,Daniel C. Alexander,https://s.research.com/images/a051e38a560878ca3e79092f6a25c8f7a0024b00-65x65.jpeg,University College London,United Kingdom,68,23388,411
1827,949,David K. Gifford,https://s.research.com/images/c1cbd80fde2c571670e8c9eab5e0d16b59d5929a-65x65.jpeg,MIT,United States,68,22851,187
1828,950,Mathieu Desbrun,https://s.research.com/images/01cf9cb9a093795eda0cccde384749126fcce253-65x65.jpeg,California Institute of Technology,United States,68,22775,178
1829,951,Jianzhong Zhang,https://s.research.com/images/f9496e7d69323052490f4d445148810f33c5d8c1-65x65.jpeg,Samsung (United States),United States,68,22756,282
1830,952,Jonathan Grudin,https://s.research.com/images/5858038447998ed54e163e736c0045709a3719c5-65x65.jpeg,University of Washington,United States,68,22342,255
1831,953,Donald P. Greenberg,https://s.research.com/images/e551b1696576a53b4a1ed80476529893d5aab721-65x65.gif,Cornell University,United States,68,22319,173
1832,21,Marco Baroni,https://s.research.com/images/c9bd97a0da242439458b704e4f541257f7fa6e5c-65x65.jpeg,Institució Catalana de Recerca i Estudis Avançats,Spain,68,22287,201
1833,954,Edward W. Felten,https://s.research.com/images/8306f0bf84a7d5d1d2335bb9ad5b1557541868c5-65x65.jpeg,Princeton University,United States,68,22256,159
1834,955,Sanjiv Singh,https://s.research.com/images/552d972806cdf866bccd886a859bf3e2ddbd9d0e-65x65.jpeg,Carnegie Mellon University,United States,68,22156,228
1835,956,Wenjun Zeng,https://s.research.com/images/77a5c558b4ba1b2d3a6fdc436f49efb22f3c1bcb-65x65.gif,Microsoft (United States),United States,68,22061,335
1836,223,Wei Fan,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Tencent (China),China,68,21959,305
1837,45,Devis Tuia,https://s.research.com/images/850fc01ce4544f5ba9925dc672efb92508018792-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,68,21610,348
1838,224,Jonathon A. Chambers,https://s.research.com/images/e2f50ca3b9e162f8106324a1231d857b244ad17c-65x65.jpeg,Harbin Engineering University,China,68,21394,602
1839,957,Sumit Roy,https://s.research.com/images/e15da23aa9d6b220194bd183f79638ea63a44b14-65x65.jpeg,University of Washington,United States,68,21212,377
1840,958,Wei Wang,https://s.research.com/images/b2535957f14afa03eef2c8cce61c9f6a0cdd5cf9-65x65.png,"University of California, Los Angeles",United States,68,20880,413
1841,959,Nelson Morgan,https://s.research.com/images/be22805957d47ed312d8436561603e9fdd8151d0-65x65.jpeg,International Computer Science Institute,United States,68,20808,277
1842,960,Benjamin B. Bederson,https://s.research.com/images/72355ca5401203f72c81ff5361c45c31b0c7d605-65x65.jpeg,"University of Maryland, College Park",United States,68,20803,191
